review_id,fav_heroe,fav_villain,fav_film,fav_soundtrack,fav_spaceship,fav_planet,fav_robot
227,Obi-Wan Kenobi,Darth Maul,Episode IV - A New Hope,Anakin vs. Obi-Wan,Naboo Starfighter,Tatooine,R2-D2
228,Anakin Skywalker,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Dagobah,R2-D2
229,Leia,Darth Vader,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,C-3PO
230,Leia,Count Dooku,Episode III - Revenge of the Sith,Imperial March,Millennium Falcon,Tatooine,C-3PO
231,Chewbacca,Darth Maul,Episode III - Revenge of the Sith,Imperial March,Naboo Starfighter,Tatooine,C-3PO
232,Anakin Skywalker,Darth Vader,Episode IV - A New Hope,Accross the Stars,Millennium Falcon,Tatooine,R2-D2
233,Qui-Gon Jinn,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
234,Anakin Skywalker,Darth Maul,Episode IV - A New Hope,Imperial March,TIE Fighter,Naboo,R2-D2
235,Yoda,Darth Maul,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
236,Yoda,General Grievous,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Alderaan,R2-D2
237,Obi-Wan Kenobi,Darth Vader,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
238,Yoda,Count Dooku,Episode III - Revenge of the Sith,Imperial March,Millennium Falcon,Tatooine,R2-D2
239,Chewbacca,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
240,Yoda,Darth Maul,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Naboo,C-3PO
241,Yoda,Palpatine,Episode IV - A New Hope,Imperial March,Millennium Falcon,Dagobah,R2-D2
242,Leia,Darth Vader,Episode IV - A New Hope,Imperial March,Naboo Starfighter,Endor,R2-D2
243,Obi-Wan Kenobi,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
244,Han Solo,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Dagobah,R2-D2
245,Qui-Gon Jinn,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Naboo,C-3PO
246,Obi-Wan Kenobi,Darth Vader,Episode IV - A New Hope,The Throne Room,Naboo Starfighter,Endor,C-3PO
247,Luke Skywalker,Darth Vader,Episode IV - A New Hope,The Throne Room,Millennium Falcon,Dagobah,Battle Droid
248,Leia,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Death Star,Naboo,R2-D2
249,Anakin Skywalker,Wilhuff Tarkin,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Dagobah,R2-D2
250,Obi-Wan Kenobi,General Grievous,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Endor,R2-D2
251,Obi-Wan Kenobi,Darth Maul,Episode VI - Return of the Jedi,Imperial March,Naboo Starfighter,Naboo,Battle Droid
252,Luke Skywalker,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Endor,C-3PO
253,Luke Skywalker,Count Dooku,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Naboo,R2-D2
254,Han Solo,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Endor,C-3PO
255,Han Solo,General Grievous,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Naboo,C-3PO
256,Obi-Wan Kenobi,Darth Maul,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,Droideka
257,Anakin Skywalker,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
258,Han Solo,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Alderaan,R2-D2
259,Leia,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Dagobah,C-3PO
260,Jar Jar Binks,General Grievous,Episode VI - Return of the Jedi,Imperial March,Naboo Starfighter,Alderaan,Droideka
261,Yoda,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
262,Obi-Wan Kenobi,General Grievous,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Endor,R2-D2
263,Yoda,General Grievous,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Naboo,R2-D2
264,Chewbacca,Palpatine,Episode IV - A New Hope,Imperial March,Naboo Starfighter,Naboo,C-3PO
265,Obi-Wan Kenobi,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,R2-D2
266,Anakin Skywalker,Wilhuff Tarkin,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
267,Chewbacca,Count Dooku,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
268,Han Solo,Darth Vader,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Naboo,Battle Droid
269,Obi-Wan Kenobi,Darth Maul,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
270,Obi-Wan Kenobi,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
271,Jar Jar Binks,General Grievous,Episode VI - Return of the Jedi,Anakin vs. Obi-Wan,Millennium Falcon,Tatooine,Battle Droid
272,Anakin Skywalker,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
273,Jar Jar Binks,Palpatine,Episode VI - Return of the Jedi,Accross the Stars,Millennium Falcon,Alderaan,R2-D2
274,Luke Skywalker,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,C-3PO
275,Leia,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Naboo Starfighter,Naboo,Battle Droid
276,Anakin Skywalker,Wilhuff Tarkin,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
277,Han Solo,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
278,Leia,Darth Vader,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Naboo,Battle Droid
279,Chewbacca,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Tatooine,R2-D2
280,Luke Skywalker,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
281,Han Solo,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
282,Obi-Wan Kenobi,Darth Maul,Episode V - The Empire Strikes Back,Imperial March,TIE Fighter,Naboo,R2-D2
283,Obi-Wan Kenobi,Darth Maul,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
284,Obi-Wan Kenobi,Palpatine,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Dagobah,R2-D2
285,Anakin Skywalker,General Grievous,Episode II - Attack of the Clones,Imperial March,Naboo Starfighter,Tatooine,Battle Droid
286,Yoda,Darth Vader,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Naboo,C-3PO
287,Anakin Skywalker,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Naboo,C-3PO
288,Jar Jar Binks,Palpatine,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,R2-D2
289,Anakin Skywalker,General Grievous,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Endor,C-3PO
290,Han Solo,General Grievous,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Endor,C-3PO
291,Han Solo,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Tatooine,Droideka
292,Anakin Skywalker,Count Dooku,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
293,Jar Jar Binks,Count Dooku,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Tatooine,R2-D2
294,Leia,Palpatine,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Naboo,R2-D2
295,Yoda,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Endor,C-3PO
296,Chewbacca,Palpatine,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
297,Obi-Wan Kenobi,Darth Maul,Episode IV - A New Hope,Imperial March,Naboo Starfighter,Naboo,C-3PO
298,Obi-Wan Kenobi,Palpatine,Episode V - The Empire Strikes Back,Imperial March,TIE Fighter,Naboo,Battle Droid
299,Anakin Skywalker,Wilhuff Tarkin,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,C-3PO
300,Leia,Darth Vader,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Endor,C-3PO
301,Yoda,Darth Maul,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Dagobah,R2-D2
302,Obi-Wan Kenobi,Darth Vader,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Dagobah,C-3PO
303,Anakin Skywalker,Darth Maul,Episode V - The Empire Strikes Back,Accross the Stars,Millennium Falcon,Dagobah,R2-D2
304,Luke Skywalker,Count Dooku,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Naboo,Droideka
305,Obi-Wan Kenobi,Darth Vader,Episode VI - Return of the Jedi,The Throne Room,Naboo Starfighter,Dagobah,R2-D2
306,Obi-Wan Kenobi,General Grievous,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Naboo,C-3PO
307,Obi-Wan Kenobi,Darth Vader,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
308,Leia,Count Dooku,Episode II - Attack of the Clones,Imperial March,TIE Fighter,Tatooine,R2-D2
309,Chewbacca,Wilhuff Tarkin,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
310,Han Solo,Darth Maul,Episode IV - A New Hope,Imperial March,Naboo Starfighter,Naboo,Battle Droid
311,Luke Skywalker,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
312,Qui-Gon Jinn,General Grievous,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Endor,C-3PO
313,Han Solo,Darth Maul,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
314,Anakin Skywalker,Darth Maul,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Endor,C-3PO
315,Anakin Skywalker,General Grievous,Episode IV - A New Hope,Imperial March,Millennium Falcon,Tatooine,R2-D2
316,Leia,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,C-3PO
317,Yoda,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Naboo,R2-D2
318,Anakin Skywalker,General Grievous,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
319,Chewbacca,Darth Maul,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
320,Yoda,Count Dooku,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Dagobah,R2-D2
321,Han Solo,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Death Star,Dagobah,C-3PO
322,Anakin Skywalker,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Alderaan,C-3PO
323,Han Solo,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Naboo Starfighter,Naboo,Battle Droid
324,Obi-Wan Kenobi,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
325,Obi-Wan Kenobi,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Dagobah,R2-D2
326,Jar Jar Binks,Count Dooku,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Alderaan,R2-D2
327,Anakin Skywalker,Darth Vader,Episode II - Attack of the Clones,The Throne Room,Millennium Falcon,Tatooine,R2-D2
328,Yoda,Palpatine,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Dagobah,R2-D2
329,Leia,General Grievous,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,R2-D2
330,Han Solo,Palpatine,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,Battle Droid
331,Obi-Wan Kenobi,Darth Maul,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Dagobah,C-3PO
332,Anakin Skywalker,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,C-3PO
333,Leia,Darth Maul,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Alderaan,R2-D2
334,Qui-Gon Jinn,Darth Maul,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,C-3PO
335,Obi-Wan Kenobi,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
336,Anakin Skywalker,Darth Maul,Episode II - Attack of the Clones,The Throne Room,Millennium Falcon,Tatooine,C-3PO
337,Chewbacca,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
338,Yoda,Palpatine,Episode VI - Return of the Jedi,Accross the Stars,TIE Fighter,Tatooine,R2-D2
339,Anakin Skywalker,Count Dooku,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,R2-D2
340,Leia,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
341,Anakin Skywalker,Palpatine,Episode I - The Phantom Menace,Star Wars (Main Theme),TIE Fighter,Dagobah,Droideka
342,Anakin Skywalker,Darth Maul,Episode III - Revenge of the Sith,Star Wars (Main Theme),TIE Fighter,Naboo,Battle Droid
343,Anakin Skywalker,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
344,Chewbacca,Darth Maul,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Endor,R2-D2
345,Jar Jar Binks,Count Dooku,Episode VI - Return of the Jedi,Accross the Stars,Naboo Starfighter,Naboo,R2-D2
346,Leia,Darth Vader,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Tatooine,R2-D2
347,Anakin Skywalker,Palpatine,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Naboo,C-3PO
348,Obi-Wan Kenobi,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Endor,C-3PO
349,Chewbacca,Count Dooku,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,C-3PO
350,Anakin Skywalker,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,R2-D2
351,Leia,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,R2-D2
352,Luke Skywalker,Count Dooku,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Dagobah,Battle Droid
353,Jar Jar Binks,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Alderaan,Battle Droid
354,Yoda,Count Dooku,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
355,Yoda,Palpatine,Episode IV - A New Hope,Anakin vs. Obi-Wan,Millennium Falcon,Tatooine,R2-D2
356,Obi-Wan Kenobi,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Alderaan,R2-D2
357,Chewbacca,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
358,Leia,General Grievous,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
359,Anakin Skywalker,Darth Vader,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,Battle Droid
360,Anakin Skywalker,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
361,Luke Skywalker,Darth Maul,Episode IV - A New Hope,The Throne Room,Naboo Starfighter,Tatooine,R2-D2
362,Luke Skywalker,Count Dooku,Episode IV - A New Hope,Imperial March,Naboo Starfighter,Naboo,R2-D2
363,Leia,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,Battle Droid
364,Yoda,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Naboo Starfighter,Dagobah,R2-D2
365,Anakin Skywalker,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),Death Star,Tatooine,R2-D2
366,Anakin Skywalker,Darth Vader,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Naboo,Battle Droid
367,Jar Jar Binks,Darth Vader,Episode V - The Empire Strikes Back,The Throne Room,Death Star,Alderaan,C-3PO
368,Obi-Wan Kenobi,Darth Vader,Episode II - Attack of the Clones,The Throne Room,Millennium Falcon,Tatooine,Droideka
369,Anakin Skywalker,Darth Vader,Episode I - The Phantom Menace,Star Wars (Main Theme),Naboo Starfighter,Naboo,R2-D2
370,Leia,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
371,Leia,Palpatine,Episode V - The Empire Strikes Back,Imperial March,TIE Fighter,Naboo,R2-D2
372,Han Solo,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Dagobah,R2-D2
373,Leia,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,Battle Droid
374,Yoda,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
375,Yoda,Darth Maul,Episode IV - A New Hope,Imperial March,Millennium Falcon,Endor,C-3PO
376,Obi-Wan Kenobi,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Naboo,Battle Droid
377,Luke Skywalker,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
378,Qui-Gon Jinn,Darth Maul,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Dagobah,Battle Droid
379,Luke Skywalker,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,Droideka
380,Han Solo,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
381,Yoda,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Dagobah,Battle Droid
382,Yoda,Count Dooku,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,R2-D2
383,Han Solo,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Naboo,Battle Droid
384,Luke Skywalker,Palpatine,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Death Star,Tatooine,R2-D2
385,Leia,Palpatine,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Dagobah,R2-D2
386,Anakin Skywalker,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
387,Luke Skywalker,Wilhuff Tarkin,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Endor,Battle Droid
388,Leia,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
389,Han Solo,General Grievous,Episode II - Attack of the Clones,Imperial March,Naboo Starfighter,Naboo,C-3PO
390,Anakin Skywalker,Wilhuff Tarkin,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Naboo,C-3PO
391,Leia,Darth Vader,Episode IV - A New Hope,Imperial March,Naboo Starfighter,Tatooine,C-3PO
392,Han Solo,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Endor,C-3PO
393,Chewbacca,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
394,Anakin Skywalker,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Tatooine,R2-D2
395,Han Solo,Count Dooku,Episode VI - Return of the Jedi,The Throne Room,TIE Fighter,Tatooine,C-3PO
396,Leia,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
397,Obi-Wan Kenobi,Palpatine,Episode III - Revenge of the Sith,Star Wars (Main Theme),TIE Fighter,Endor,C-3PO
398,Han Solo,Palpatine,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
399,Anakin Skywalker,Count Dooku,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
400,Obi-Wan Kenobi,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,TIE Fighter,Tatooine,Battle Droid
401,Luke Skywalker,General Grievous,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Naboo,C-3PO
402,Leia,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
403,Obi-Wan Kenobi,Palpatine,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Tatooine,R2-D2
404,Yoda,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Endor,Battle Droid
405,Qui-Gon Jinn,Palpatine,Episode IV - A New Hope,Imperial March,Death Star,Endor,R2-D2
406,Obi-Wan Kenobi,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Dagobah,Droideka
407,Anakin Skywalker,Darth Maul,Episode II - Attack of the Clones,Imperial March,Naboo Starfighter,Endor,C-3PO
408,Leia,General Grievous,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,R2-D2
409,Leia,Darth Vader,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
410,Yoda,Darth Maul,Episode VI - Return of the Jedi,Anakin vs. Obi-Wan,Millennium Falcon,Naboo,C-3PO
411,Leia,Darth Maul,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Endor,C-3PO
